Supplier Name,Zip Code,Department,Amount
SIRSI CORPORATION,60677,Public Libraries,203205.67
SIVERT ENTERPRISES INC,20882,Transportation,121520.00
SKYY SPIRITS LLC,94111,Liquor Control,372223.93
SKYY SPIRITS LLC,94133,Liquor Control,1277637.92
SMALL WONDERS CHILD CARE,20904,Health and Human Services,34538.00
SMISLOVA KEHNEMUI & ASSOC,20852,Transportation,29274.49
SMISLOVA KEHNEMUI & ASSOC,20854,General Services,60666.58
SMISLOVA KEHNEMUI & ASSOC,20854,Health and Human Services,9657.58
SMISLOVA KEHNEMUI & ASSOC,20854,Police,855.43
SMISLOVA KEHNEMUI & ASSOC,20854,Transportation,392630.36
SMITHS DETECTION INC,19170,Fire and Rescue Service,19960.00
SMITHS DETECTION INC,19170,Sheriff,9088.20
SMS SYSTEMS MAINTENANCE SERVICES INC,60693,Technology Services,103408.80
SNOWDENS RIDGE ASSOC,20910,Housing and Community Affairs,125653.23
SOCRATA INC,98104,Technology Services,89964.00
"SORG AND ASSOCIATES, P.C.",20001,General Services,30415.07
SOUTHERN WINE & SPIRITS OF MARYLAND,21237,Liquor Control,498874.14
SOUTHERN WINE & SPIRITS OF MARYLAND,21237,Not Defined,100.00
SOUTHERN WINE & SPIRITS OF MARYLAND,33804,Liquor Control,1510831.74
SPARTAN CHASSIS INC,48277,Fire and Rescue Service,88068.76
SPARTAN CHASSIS INC,48813,Fire and Rescue Service,3405.48
SPECIALTIES INC,20007,Community Engagement Cluster,5911.75
SPECIALTIES INC,20007,Correction and Rehabilitation,305.17
SPECIALTIES INC,20007,Environmental Protection,44642.75
SPECIALTIES INC,20007,Finance,313.69
SPECIALTIES INC,20007,Fire and Rescue Service,169395.04
SPECIALTIES INC,20007,General Services,4499.99
SPECIALTIES INC,20007,Health and Human Services,5475.90
SPECIALTIES INC,20007,Human Resources,575.30
SPECIALTIES INC,20007,Liquor Control,6386.70
SPECIALTIES INC,20007,Management and Budget,274.76
SPECIALTIES INC,20007,Police,22988.00
SPECIALTIES INC,20007,Restricted Donations,9501.35
SPECIALTIES INC,20007,Transportation,12717.97
SPECIALTIES INC,20016,Police,8659.02
SPECIALTY CARE SERVICES,20910,Health and Human Services,238705.01
SPECIALTY RESCUE INC,21157,Fire and Rescue Service,28960.90
SPIRITS MARQUE ONE LLC,14424,Liquor Control,180223.36
"SPN, INC.",20853,General Services,25530.00
SPRINGVALE TERRACE INC,20910,Health and Human Services,37129.64
SPRINT COMMUNICATIONS COMPANY LP,60197,Board of Elections,775.54
SPRINT COMMUNICATIONS COMPANY LP,60197,Community Engagement Cluster,2034.97
SPRINT COMMUNICATIONS COMPANY LP,60197,Community Use of Public Facilities,5861.83
SPRINT COMMUNICATIONS COMPANY LP,60197,Correction and Rehabilitation,5189.42
SPRINT COMMUNICATIONS COMPANY LP,60197,Environmental Protection,327.48
SPRINT COMMUNICATIONS COMPANY LP,60197,Finance,495.21
SPRINT COMMUNICATIONS COMPANY LP,60197,Fire and Rescue Service,14753.48
SPRINT COMMUNICATIONS COMPANY LP,60197,General Services,6967.85
SPRINT COMMUNICATIONS COMPANY LP,60197,Health and Human Services,76190.83
SPRINT COMMUNICATIONS COMPANY LP,60197,Housing and Community Affairs,3005.20
SPRINT COMMUNICATIONS COMPANY LP,60197,Police,46984.41
SPRINT COMMUNICATIONS COMPANY LP,60197,State's Attorney,9659.83
SPRINT COMMUNICATIONS COMPANY LP,60197,Technology Services,24396.37
SPRINT COMMUNICATIONS COMPANY LP,60197,Transportation,5687.51
SPRINT COMMUNICATIONS COMPANY LP,64106,Police,11690.00
SPRINT COMMUNICATIONS COMPANY LP,64121,Police,1500.00
SPRINT COMMUNICATIONS COMPANY LP,64187,Police,30.00
SPRINT COMMUNICATIONS COMPANY LP,80112,Health and Human Services,379.90
SPS CONSULTING LLC,20850,Community Use of Public Facilities,351.56
SPS CONSULTING LLC,20850,Correction and Rehabilitation,28937.62
SPS CONSULTING LLC,20850,County Executive,13158.98
SPS CONSULTING LLC,20850,Economic Development,31355.07
SPS CONSULTING LLC,20850,Environmental Protection,48444.15
SPS CONSULTING LLC,20850,Ethics Commission,3396.96
SPS CONSULTING LLC,20850,Finance,106176.13
SPS CONSULTING LLC,20850,Fire and Rescue Service,2774.00
SPS CONSULTING LLC,20850,General Services,540133.79
SPS CONSULTING LLC,20850,Health and Human Services,1325790.87
SPS CONSULTING LLC,20850,Human Resources,39857.42
SPS CONSULTING LLC,20850,Non-Departmental Accounts,10972.50
SPS CONSULTING LLC,20850,Permitting Services,162524.03
SPS CONSULTING LLC,20850,Police,274225.91
SPS CONSULTING LLC,20850,Public Information,358210.54
SPS CONSULTING LLC,20850,Technology Services,43590.58
SPS CONSULTING LLC,20850,Transportation,269967.19
SSMC III A LP,20850,Transportation,988873.27
SSMC III LIMITED PARTNERS,20850,Transportation,143762.00
ST COLETTA OF GREATER,20003,Health and Human Services,70159.25
ST LUKE'S HOUSE,20814,Health and Human Services,774027.93
ST LUKE'S HOUSE,20814,Non-Departmental Accounts,27400.00
ST LUKE'S HOUSE AND THRESHOLD SERVICES UNITED INC.,20814,Health and Human Services,46834.00
ST LUKE'S HOUSE AND THRESHOLD SERVICES UNITED INC.,20814,Non-Departmental Accounts,30197.07
STANDARD & POORS,60693,Debt Service,101000.00
STANDARD FUSEE CORPORATION DBA ORION SAFETY PRODUCTS,21601,Fire and Rescue Service,5932.80
STANDARD FUSEE CORPORATION DBA ORION SAFETY PRODUCTS,21601,Police,66867.08
STANDARD GRAPHICS,22207,General Services,36878.45
STANDARD INSURANCE COMPANY,97204,Human Resources,389283.99
STANLEY FOODS INC,20743,Correction and Rehabilitation,108016.34
STANLEY W BALIS ATTORNEY AT LAW LLC,20854,Consumer Protection,29407.50
STANLEY W BALIS ATTORNEY AT LAW LLC,20854,Non-Departmental Accounts,14512.50
STARR HILL BREWERY LLC,22932,Liquor Control,104946.35
STARR HILL BREWERY LLC,22932,Not Defined,888.00
STARR HILL BREWERY LLC,55113,Liquor Control,10084.64
STARR HILL BREWERY LLC,55113,Not Defined,104.00
STARRAD CORP,22153,Not Defined,367637.22
STATE BOARD OF ELECTIONS,21401,Board of Elections,1265625.07
STATE HIGHWAY ADMIN OF MD,21202,Transportation,17477266.67
STATE HIGHWAY ADMIN OF MD,21203,Transportation,9068.41
STATE OF MARYLAND,20902,Not Defined,322456.00
STATE OF MARYLAND,21031,General Services,1125.00
STATE OF MARYLAND,21201,Correction and Rehabilitation,2700.00
STATE OF MARYLAND,21201,Economic Development,1000.00
STATE OF MARYLAND,21201,Environmental Protection,106.50
STATE OF MARYLAND,21201,Finance,25.00
STATE OF MARYLAND,21201,Health and Human Services,7334.56
STATE OF MARYLAND,21201,Non-Departmental Accounts,5336107.08
STATE OF MARYLAND,21201,Not Defined,966885.65
STATE OF MARYLAND,21202,General Services,400.00
STATE OF MARYLAND,21202,State's Attorney,10921.91
STATE OF MARYLAND,21203,Non-Departmental Accounts,475491.37
STATE OF MARYLAND,21203,Not Defined,1017711.30
STATE OF MARYLAND,21215,Health and Human Services,630.00
STATE OF MARYLAND,21228,Health and Human Services,30.00
STATE OF MARYLAND,21282,Fire and Rescue Service,180.00
STATE OF MARYLAND,21282,Police,429547.03
STATE OF MARYLAND,21297,General Services,3281.15
STATE OF MARYLAND,21297,Not Defined,10471550.95
STATE OF MARYLAND,21297,Transportation,22.14
STATE OF MARYLAND,21401,Health and Human Services,2789.00
STATE OF MARYLAND,21401,Police,1242.52
STATE OF MARYLAND,21401,State's Attorney,259.05
STATE OF MARYLAND,21401,Technology Services,2700.00
STATE OF MARYLAND,21404,Not Defined,175864079.54
STATE OF MARYLAND,21411,Non-Departmental Accounts,15324290.99
STATE OF MARYLAND,21740,Health and Human Services,435.00
STATE OF VIRGINIA,23204,Finance,263.75
STATE OF VIRGINIA,23204,Not Defined,33737.14
STATE OF WEST VIRGINIA,25321,Finance,98.75
STATE OF WEST VIRGINIA,25321,Not Defined,483090.55
STATE STREET BANK & TRUST,2206,Debt Service,459238.36
STATIC POWER CONVERSION,21045,General Services,12822.95
STATIC POWER CONVERSION,21045,Health and Human Services,7382.00
STATIC POWER CONVERSION,21045,Liquor Control,1529.00
STATIC POWER CONVERSION,21045,Technology Services,10933.00
STATIC POWER CONVERSION,21046,General Services,43129.53
STATIC POWER CONVERSION,21046,Public Information,7540.00
STATIC POWER CONVERSION,21046,Technology Services,3685.00
STE MICHELLE WINE ESTATES,98124,Liquor Control,1187245.88
STEPHEN ESSICH,21158,Housing and Community Affairs,33600.00
STEPPING STONES SHELTER,20848,Health and Human Services,223500.12
STEPPING STONES SHELTER,20848,Non-Departmental Accounts,39474.70
STERN STRATEGIES INTL LLC,20850,Human Resources,88795.00
STEVE GEYERS TOWING,20874,Fire and Rescue Service,443.00
STEVE GEYERS TOWING,20874,Police,28337.00
STEWART TITLE OF MARYLAND,21204,Housing and Community Affairs,2611267.00
STORM WATER MANAGEMENT FACILITIES REPAIR,20879,Environmental Protection,1745151.81
STORM WATER MANAGEMENT FACILITIES REPAIR,20879,General Services,105498.19
STORM WATER MANAGEMENT FACILITIES REPAIR,20879,Transportation,73123.22
STORMWATER MAINTENANCE LLC - JOHNSON MIRMIRAN & THOMPSON INC A,21152,Environmental Protection,790760.60
STOUT AND TEAQUE,22101,Health and Human Services,57949.39
STREAMLINE MANAGEMENT LLC,20814,Housing and Community Affairs,40753.00
STREET TRAFFIC STUDIES LTD,21061,General Services,31230.25
STREET TRAFFIC STUDIES LTD,21061,Transportation,461764.00
STRONGHOLD TOWING,20875,Police,25585.00
STUBBS SHOPPING CENTER INC,21771,Liquor Control,190815.52
STV INCORPORATED,21244,General Services,43629.87
STV INCORPORATED,21244,Transportation,389976.40
STW FIXED INCOME MANAGEMENT,93013,Non-Departmental Accounts,404913.07
SUBURBAN HOSPITAL INC,19182,Correction and Rehabilitation,58188.25
SUBURBAN HOSPITAL INC,19182,Non-Departmental Accounts,13535.11
SUBURBAN HOSPITAL INC,20814,Health and Human Services,150664.79
SUGARLOAF MOUNTAIN VINEYARD LLC,20815,Liquor Control,6635.52
SUGARLOAF MOUNTAIN VINEYARD LLC,20842,Liquor Control,25656.48
SUN TAXICAB ASSOC INC,20910,Transportation,167284.42
SUN TECHNICAL SERVICES INC,20707,Correction and Rehabilitation,144.00
SUN TECHNICAL SERVICES INC,21045,Health and Human Services,585.00
SUN TECHNICAL SERVICES INC,21075,Correction and Rehabilitation,336.00
SUN TECHNICAL SERVICES INC,21075,Health and Human Services,18209.00
SUN TECHNICAL SERVICES INC,21075,Police,10680.00
SUNBELT RENTALS INC,20879,Fire and Rescue Service,24.00
SUNBELT RENTALS INC,20879,Recreation,5000.00
SUNBELT RENTALS INC,30384,Fire and Rescue Service,8670.73
SUNBELT RENTALS INC,30384,Not Defined,12988.23
SUNBELT RENTALS INC,30384,Recreation,5368.50
SUNRISE EARLY LEARNING CENTER,20877,Health and Human Services,78174.00
SUNRISE EARLY LEARNING CENTER,20877,Restricted Donations,300.00
SUPPORT CENTER INC,20851,Health and Human Services,80699.00
SUSAN KENEDY-HOOD,21774,Technology Services,81575.02
SUSAN L CHEN,20853,Recreation,35128.50
SUTTER HOME WINERY INC,19182,Liquor Control,1277797.75
SWEENEY BROTHERS INC,20774,General Services,55303.04
SWEENEY BROTHERS INC,20774,Not Defined,181367.04
"SYMPORA, INC",55479,General Services,279516.81
SYSCON JUSTICE SYSTEM INC,75254,Technology Services,194242.00
SYSTEMATIC FINANCIAL MANAGEMENT LP,7666,Non-Departmental Accounts,389487.05
SYSTEMS TECHNOLOGY GROUP INC,14220,Liquor Control,219031.32
T&J LAWN CARE LLC,21717,General Services,27505.00
TAGGART BAIM HUTCHINSON,20016,County Attorney,27548.61
TAKOMA PARK VOLUNTEER FIR,20012,Fire and Rescue Service,72374.00
TAMMY J CITARAMANIS,21029,Zoning and Administrative Hearings,38065.00
TARGET COMMUNITY &,21157,Health and Human Services,200934.99
TASER INTERNATIONAL INC,85038,Police,35535.13
TECH CONTRACTING CO INC,21224,General Services,1606861.87
TECH CONTRACTING CO INC,21224,Not Defined,-149211.08
TECHNICAL RESOURCES INTERNATIONAL,20817,Environmental Protection,394175.26
TEDI S OSIAS,20815,County Council,43873.75
TEE L GUIDOTTI,20009,Human Resources,6250.00
TEE L GUIDOTTI,20009,Non-Departmental Accounts,68750.00
TEEN CONNECTION OF TAKOMA,20910,Health and Human Services,200645.00
TEEN CONNECTION OF TAKOMA,20910,Non-Departmental Accounts,11304.86
TEEN CONNECTION OF TAKOMA,20910,Not Defined,7016.67
TEEN CONNECTION OF TAKOMA,20910,Restricted Donations,150.00
TELTRONIC INC,20705,Community Engagement Cluster,38212.00
TELTRONIC INC,20705,General Services,341292.64
TELTRONIC INC,20705,Technology Services,100104.00
TELTRONIC INC,20895,Environmental Protection,844.00
TELTRONIC INC,20895,Fire and Rescue Service,517.00
TELTRONIC INC,20895,General Services,3948.00
TELTRONIC INC,20895,Liquor Control,62854.00
TELTRONIC INC,20895,Police,458.00
TELTRONIC INC,20895,Technology Services,186032.45
TELTRONIC INC,20895,Transportation,58623.56
TERESA K SOODAK,20905,Health and Human Services,30810.88
TERRENCE P RYAN,20861,State's Attorney,27944.28
TESTA WINES OF THE WORLD,11771,Liquor Control,87111.31
TETHIANA MARCELIN,20876,Health and Human Services,28743.00
TFM ENTERPRISES INC TA HOME INSTEAD SENIOR CARE #197,20910,Health and Human Services,44056.67
THE ACTIVE NETWORK INC,90084,Recreation,123866.51
THE ANGELS ENTERPRISES,20905,Transportation,54571.25
THE ARC OF MONTGOMERY COUNTY INC,20850,Health and Human Services,831.26
THE ARC OF MONTGOMERY COUNTY INC,20850,Human Rights,540.00
THE ARC OF MONTGOMERY COUNTY INC,20852,General Services,9690.96
THE ARC OF MONTGOMERY COUNTY INC,20852,Health and Human Services,989341.62
THE ARC OF MONTGOMERY COUNTY INC,20852,Housing and Community Affairs,10550.00
THE BEST BATTERY COMPANY INC,21224,Not Defined,144169.44
THE BEST BATTERY COMPANY INC,21224,Transportation,31702.12
THE CAROLINE CENTER INC,21660,Health and Human Services,63457.41
THE CENTER FOR THE STUDY OF SOCIAL POLICY,20005,Health and Human Services,54253.01
THE CHEVY CHASE LAND CO,20815,Liquor Control,363970.47
THE CHEVY CHASE LAND CO,20815,Transportation,1.00
THE COMMUNITY FOUNDATION FOR THE NATIONAL CAPITAL REGION,20910,Non-Departmental Accounts,128965.39
THE COMMUNITY FOUNDATION FOR THE NATIONAL CAPITAL REGION,20910,Not Defined,8333.33
THE DWELLING PLACE INC,20877,Health and Human Services,47350.03
THE DWELLING PLACE INC,20877,Housing and Community Affairs,53400.00
THE ELMS AT GERMANTOWN,20876,Housing and Community Affairs,66043.00
THE GALE GROUP,60694,Public Libraries,219506.63
THE GEORGE B THOMAS,20817,Community Engagement Cluster,13000.00
THE GEORGE B THOMAS,20817,Health and Human Services,782809.02
THE GEORGE B THOMAS,20817,Non-Departmental Accounts,64167.29
THE GEORGE B THOMAS,20817,Restricted Donations,60.00
THE GOODYEAR TIRE AND RUBBER COMPANY,30384,General Services,808980.06
THE HESS COLLECTION,94558,Liquor Control,169600.15
THE MYCO COMPANIES INC,21046,Community Engagement Cluster,735.00
THE MYCO COMPANIES INC,21046,General Services,82328.35
THE MYCO COMPANIES INC,21046,Transportation,664.00
THE NONPROFIT VILLAGE CENTER INC,20852,Health and Human Services,20000.00
THE NONPROFIT VILLAGE CENTER INC,20852,Housing and Community Affairs,55695.25
THE NONPROFIT VILLAGE CENTER INC,20852,Non-Departmental Accounts,97018.10
THE NORTHERN TRUST COMPANY,60675,Non-Departmental Accounts,448329.38
THE NORTHERN TRUST COMPANY,60675,Not Defined,240709368.76
THE POTOMAC EDISON COMPANY,44308,Health and Human Services,9334.28
THE POTOMAC EDISON COMPANY,44308,Housing and Community Affairs,500.00
THE POTOMAC EDISON COMPANY,44309,Fire and Rescue Service,64778.80
THE POTOMAC EDISON COMPANY,44309,Health and Human Services,3395.59
THE POTOMAC EDISON COMPANY,44309,Housing and Community Affairs,399.53
THE POTOMAC EDISON COMPANY,44309,Liquor Control,14283.76
THE POTOMAC EDISON COMPANY,44309,Non-Departmental Accounts,2722019.07
THE POTOMAC EDISON COMPANY,44309,Recreation,74220.33
THE POTOMAC EDISON COMPANY,44309,Transportation,22953.07
THE PROMOTOUCH INC,20830,Board of Elections,4888.86
THE PROMOTOUCH INC,20830,Community Engagement Cluster,3032.02
THE PROMOTOUCH INC,20830,County Council,2268.63
THE PROMOTOUCH INC,20830,County Executive,696.85
THE PROMOTOUCH INC,20830,Economic Development,7973.86
THE PROMOTOUCH INC,20830,Emergency Management and Homeland Security,2907.82
THE PROMOTOUCH INC,20830,Environmental Protection,15132.35
THE PROMOTOUCH INC,20830,Fire and Rescue Service,3851.50
THE PROMOTOUCH INC,20830,General Services,1619.53
THE PROMOTOUCH INC,20830,Health and Human Services,14553.14
THE PROMOTOUCH INC,20830,Human Resources,2247.37
THE PROMOTOUCH INC,20830,Permitting Services,1382.27
THE PROMOTOUCH INC,20830,Police,1309.00
THE PROMOTOUCH INC,20830,Recreation,9197.09
THE PROMOTOUCH INC,20830,Restricted Donations,7248.25
THE PROMOTOUCH INC,20830,Technology Services,12595.70
THE PROMOTOUCH INC,20830,Transportation,59136.88
THE PROMOTOUCH INC,20878,Health and Human Services,1518.56
THE PROMOTOUCH INC,20878,Permitting Services,9430.01
THE PROMOTOUCH INC,20878,Police,1856.50
THE PROMOTOUCH INC,20878,Transportation,9809.39
THE ROBERT B BALTER CO,21117,General Services,1182045.07
THE ROBERTSON GROUP INC,20853,Liquor Control,1060621.71
THE SENIOR CONNECTION,20906,Health and Human Services,159867.65
THE SHEPHERDS TABLE,20910,Health and Human Services,115770.25
THE TREATMENT AND LEARNING CENTERS INC,20850,Health and Human Services,135209.12
THE TREATMENT AND LEARNING CENTERS INC,20850,Non-Departmental Accounts,6430.00
THE WASHINGTON POST,19101,Correction and Rehabilitation,55.86
THE WASHINGTON POST,19101,Police,175.68
THE WASHINGTON POST,20071,County Council,150.00
THE WASHINGTON POST,20071,Health and Human Services,1555.48
THE WASHINGTON POST,20071,Merit System Protection Board,385.00
THE WASHINGTON POST,21297,Board of Elections,1500.00
THE WASHINGTON POST,21297,Circuit Court,4644.60
THE WASHINGTON POST,21297,Health and Human Services,243.44
THE WASHINGTON POST,21297,Liquor Control,146988.97
THE WASHINGTON POST,21297,Recreation,150.00
THE WASHINGTON POST,21297,Technology Services,970.00
THE WASHINGTON POST,21297,Transportation,7206.72
THE WELLNESS NETWORK,20871,Recreation,69725.54
THE WILSON T. BALLARD COMPANY,21117,Environmental Protection,38.64
THE WILSON T. BALLARD COMPANY,21117,Transportation,780417.75
THE WINE GROUP,95378,Liquor Control,3872744.34
THERMO KING CHESAPEAKE INC,19973,General Services,2653.86
THERMO KING CHESAPEAKE INC,19973,Not Defined,33623.69
THERMO KING CHESAPEAKE INC,85009,General Services,7226.12
THERMO KING CHESAPEAKE INC,85009,Not Defined,70872.52
THRESHOLD SERVICES INC,20902,Health and Human Services,375314.82
THRESHOLD SERVICES INC,20902,Non-Departmental Accounts,40704.11
TIGER WOODS FOUNDATION,92617,Economic Development,60000.00
TILDEN CLARK,22315,Housing and Community Affairs,31929.00
TILLEY CHEMICAL CO,21275,Fire and Rescue Service,36187.53
TILLEY CHEMICAL CO,21275,General Services,426987.67
TILLEY CHEMICAL CO,21275,Not Defined,60041.28
TIMOTHY P BRANIGAN,38101,Not Defined,211623.42
TKA INC,20898,Recreation,83949.11
TOBER AQUA SPORTS INC,20740,Recreation,79444.95
TOMPKINS BUILDERS INC,20005,General Services,44848859.00
TOMPKINS BUILDERS INC,20005,Not Defined,-4377107.50
TOP BANANA HOME DELIV GRO,20613,Health and Human Services,74278.87
TOTER LLC,28677,Environmental Protection,34022.16
TOTER LLC,28687,Environmental Protection,35812.80
TOTER LLC,60122,Environmental Protection,84882.60
TOWN OF BARNESVILLE,20838,Non-Departmental Accounts,37461.24
TOWN OF BARNESVILLE,20838,Not Defined,13186.70
TOWN OF BARNESVILLE,20838,Technology Services,1186.65
TOWN OF BROOKEVILLE,20833,Non-Departmental Accounts,6837.54
TOWN OF BROOKEVILLE,20833,Not Defined,38365.85
TOWN OF BROOKEVILLE,20833,Technology Services,1310.99
TOWN OF CHEVY CHASE,20815,Non-Departmental Accounts,130806.53
TOWN OF CHEVY CHASE,20815,Not Defined,122391.28
TOWN OF CHEVY CHASE,20815,Technology Services,70313.46
TOWN OF GARRETT PARK,20896,Non-Departmental Accounts,47660.69
TOWN OF GARRETT PARK,20896,Not Defined,548136.92
TOWN OF GARRETT PARK,20896,Technology Services,12831.17
TOWN OF GLEN ECHO,20812,Non-Departmental Accounts,20762.00
TOWN OF GLEN ECHO,20812,Not Defined,99026.34
TOWN OF GLEN ECHO,20812,Technology Services,3420.99
TOWN OF KENSINGTON,20895,Board of Elections,500.00
TOWN OF KENSINGTON,20895,Non-Departmental Accounts,307440.14
TOWN OF KENSINGTON,20895,Not Defined,826734.18
TOWN OF KENSINGTON,20895,Technology Services,29927.33
TOWN OF LAYTONSVILLE,20882,Fire and Rescue Service,23.00
TOWN OF LAYTONSVILLE,20882,Non-Departmental Accounts,39499.61
TOWN OF LAYTONSVILLE,20882,Not Defined,91236.45
TOWN OF LAYTONSVILLE,20882,Technology Services,2913.84
TOWN OF POOLESVILLE,20837,Non-Departmental Accounts,247381.37
TOWN OF POOLESVILLE,20837,Not Defined,1173390.64
TOWN OF POOLESVILLE,20837,Recreation,11597.70
TOWN OF POOLESVILLE,20837,Technology Services,37023.99
TOWN OF SOMERSET,20815,Non-Departmental Accounts,52828.62
TOWN OF SOMERSET,20815,Not Defined,496533.26
TOWN OF SOMERSET,20815,Technology Services,18949.03
TOWN OF WASHINGTON GROVE,20880,Non-Departmental Accounts,44922.00
TOWN OF WASHINGTON GROVE,20880,Not Defined,284464.88
TOWN OF WASHINGTON GROVE,20880,Technology Services,4214.77
TRADEWINDS SPECIALTY IMPORTS LLC,20056,Liquor Control,47234.45
TRAFFIC LINES INC,7727,Transportation,773996.32
TRAINING OUTREACH LLC,20854,Emergency Management and Homeland Security,283389.01
TRANSCEN INC,20850,Economic Development,223920.00
TRANSCEN INC,20850,General Services,9600.00
TRANSCEN INC,20850,Health and Human Services,30082.12
TRANSCEN INC,20850,Human Resources,50000.01
TRANSLATIONS INTERNATIONAL INC,56302,Health and Human Services,107461.00
TRANSPORT-U LLC,20855,Transportation,151398.45
TRANSPORTATION ACTION PRT,20852,Transportation,471548.52
TRAPEZE SOFTWARE GROUP,75320,Transportation,117331.16
TREANA WINERY LLC,93447,Liquor Control,51794.20
TREASURY WINE ESTATES AMERICAS COMPANY,90074,Liquor Control,2823724.60
TREBOR BUS COMM DESIGN,20781,Correction and Rehabilitation,3180.00
TREBOR BUS COMM DESIGN,20781,Liquor Control,148201.04
TREE SERVICES INC,20705,Environmental Protection,8350.00
TREE SERVICES INC,20705,General Services,5750.00
TREE SERVICES INC,20705,Transportation,49750.00
TREFETHEN VINEYARDS,94558,Liquor Control,79791.00
TRI GAS & OIL CO INC,21632,Not Defined,66927.22
TRI-COUNTY PETROLEUM INC,16633,General Services,7743.46
TRI-COUNTY PETROLEUM INC,16633,Not Defined,17259.29
TRI-VIN IMPORTS,10550,Liquor Control,210666.40
TRICANA SHIPPERS & IMPORT,11803,Liquor Control,25748.69
TRUCK ENTERPRISES HAGERSTOWN INC,21740,Fire and Rescue Service,4421.56
TRUCK ENTERPRISES HAGERSTOWN INC,21740,General Services,216889.00
TRUMAN ARNOLD COMPANIES,75504,Fire and Rescue Service,1585.63
TRUMAN ARNOLD COMPANIES,75504,Not Defined,6680986.52
TRUMAN ARNOLD COMPANIES,75504,Police,7934.14
TWO RIVERS TITLE COMPANY LLC,7739,Housing and Community Affairs,4149965.00
TYLER TECHNOLOGIES INC,75320,Finance,226476.60
ULTIMATE TOWING RECOVERY,21754,Fire and Rescue Service,22705.00
ULTIMATE TOWING RECOVERY,21754,Police,55454.00
UNICOM GOVERNMENT INC,20171,Police,180227.85
UNION COUNTY SEATING AND SUPPLY CO INC,7033,Not Defined,29543.12
UNIQUE MANAGEMENT SVCS IN,47130,Public Libraries,68366.55
UNITED CONCORDIA CO INC,17110,Human Resources,10022510.12
UNITED CONCORDIA CO INC,19182,Human Resources,409884.45
UNITED CONCORDIA DENTAL PLANS INC,19182,Human Resources,95694.23
UNITED ELECTRIC SUPPLY CO,19178,Fire and Rescue Service,1308.32
UNITED ELECTRIC SUPPLY CO,19178,General Services,15746.12
UNITED ELECTRIC SUPPLY CO,19178,Not Defined,49387.16
UNITED HEALTHCARE SERVICES INC,6103,Human Resources,22653202.89
UNITED HEALTHCARE SERVICES INC,60673,Human Resources,1416991.84
UNITED RENTALS NORTH AMERICA INC,20879,General Services,10205.97
UNITED RENTALS NORTH AMERICA INC,20879,Transportation,292.09
UNITED RENTALS NORTH AMERICA INC,30384,General Services,6059.25
UNITED RENTALS NORTH AMERICA INC,30384,Transportation,143142.70
UNITED STATES DISTILLED PRODUCTS,55017,Liquor Control,139139.01
UNITED STATES GEOLOGICAL SURVEY,19176,Environmental Protection,540958.83
UNITED STATES POSTAL SERVICE,19170,General Services,800000.00
UNITED STATES POSTAL SERVICE,20850,General Services,795.00
UNITED STATES POSTAL SERVICE,20898,General Services,500390.00
UNITY DISPOSAL & RECYCLING LLC,20707,Environmental Protection,7229993.20
UNITY DISPOSAL & RECYCLING LLC,20707,Fire and Rescue Service,760.00
UNITY DISPOSAL & RECYCLING LLC,20747,Fire and Rescue Service,380.00
UNIVERSAL DESIGNERS & CONSULTANTS INC,20912,General Services,143883.60
UNIVERSAL SECURITY LLC,20850,Transportation,132920.39
UNIVERSITY OF BALTIMORE,21201,Circuit Court,10.00
UNIVERSITY OF BALTIMORE,21201,Human Resources,5790.00
UNIVERSITY OF BALTIMORE,21201,State's Attorney,8000.00
UNIVERSITY OF BALTIMORE,21203,State's Attorney,40000.00
UNIVERSITY OF MARYLAND,20742,Economic Development,259573.20
UNIVERSITY OF MARYLAND,20742,Environmental Protection,1000.00
UNIVERSITY OF MARYLAND,20742,Fire and Rescue Service,3560.00
UNIVERSITY OF MARYLAND,20742,Health and Human Services,217655.31
UNIVERSITY OF MARYLAND,20742,Human Resources,3660.00
UNIVERSITY OF MARYLAND,20742,Restricted Donations,9634.20
UNIVERSITY OF MARYLAND,20742,Transportation,1720.00
UNIVERSITY OF MARYLAND,20783,Human Resources,38831.00
UNIVERSITY OF MARYLAND,21201,Circuit Court,30.00
UNIVERSITY OF MARYLAND,21201,Health and Human Services,170.00
UNIVERSITY OF MARYLAND,21201,Human Resources,8235.00
UNIVERSITY OF MARYLAND,21203,Emergency Management and Homeland Security,311737.44
UNIVERSITY OF MARYLAND,21203,Fire and Rescue Service,855.00
UNIVERSITY OF MARYLAND,21203,Health and Human Services,148833.91
UNIVERSITY OF MARYLAND,21853,Police,200.00
UNIVERSITY OF MD BALTIMOR,21201,Health and Human Services,50.00
UNIVERSITY OF MD BALTIMOR,21203,Health and Human Services,31441.73
UPPER MONTGOMERY ASSISTANCE NETWORK INC,20879,Non-Departmental Accounts,50000.00
UPPER MONTGOMERY VOL FIRE,20839,Fire and Rescue Service,95816.79
UPPER MONTGOMERY VOL FIRE,20839,Not Defined,55000.00
URS CORPORATION,21030,Environmental Protection,3026.00
URS CORPORATION,21030,Transportation,577598.79
URS CORPORATION,30368,Environmental Protection,29888.80
URS CORPORATION,30368,Transportation,283954.06
US ARMY CORPS OF ENGINEERS,38054,Environmental Protection,919000.00
US BANK,10005,Debt Service,328320673.19
US BANK,10005,Not Defined,1592209.59
US BANK,23219,Debt Service,22257426.59
