Supplier Name,Zip Code,Department,Amount
"RUMMEL, KLEPPER & KAHL, LLP",21217,Environmental Protection,466159.35
"RUMMEL, KLEPPER & KAHL, LLP",21217,Housing and Community Affairs,222787.84
"RUMMEL, KLEPPER & KAHL, LLP",21217,Transportation,142098.52
RUPPERT LANDSCAPE INC,20882,Community Engagement Cluster,137934.61
RUPPERT LANDSCAPE INC,20882,General Services,4895.00
RUPPERT LANDSCAPE INC,20882,Transportation,559.00
RUSSEL MOTOR CARS INC,21228,General Services,31873.08
RUSSEL MOTOR CARS INC,21228,Police,63827.04
RUTHERFORD WINE COMPANY,94574,Liquor Control,84440.00
RUTHERFORD WINE COMPANY,94574,Not Defined,2632.00
S & E PAPER INC DBA NATIONAL SUPPLY COMPANY,20705,Correction and Rehabilitation,92421.08
S & S TIRE SERVICE INC,20879,Fire and Rescue Service,58838.03
S & S TIRE SERVICE INC,21705,Fire and Rescue Service,2293.20
S & S WORLDWIDE,06141,Recreation,74753.82
S&S AUTO PERFORMANCE INC,21401,Not Defined,36178.07
S&S TIRE SERVICE INC,20879,Fire and Rescue Service,27097.91
SABRA WANG & ASSOCIATES,21203,Transportation,15659.66
SABRA WANG & ASSOCIATES,21227,Transportation,164754.33
SADANAND HOME,20904,Health and Human Services,39808.20
SAFETY LEAGUE INC DBA ATLANTIC TACTICAL,17070,Correction and Rehabilitation,28895.64
SAFETY LEAGUE INC DBA ATLANTIC TACTICAL,17070,Emergency Management and Homeland Security,567496.00
SAFETY LEAGUE INC DBA ATLANTIC TACTICAL,17070,Fire and Rescue Service,45514.00
SAFETY LEAGUE INC DBA ATLANTIC TACTICAL,17070,Police,306209.02
SAFETY LEAGUE INC DBA ATLANTIC TACTICAL,17070,Sheriff,18540.31
SAFEWARE INC,20785,Fire and Rescue Service,2176.27
SAFEWARE INC,21264,Fire and Rescue Service,117476.00
SAFEWARE INC,21264,Not Defined,905.60
SAFEWARE INC,21264,Transportation,758.06
SALLY DIMSDALE,20901,Recreation,43182.81
SANDER GENSER,20854,Health and Human Services,119828.00
SANDY SPRING NATIONAL BAN,20832,Transportation,2700000.00
SANDY SPRING VOL FIRE DEP,20860,Fire and Rescue Service,278907.86
SANDY SPRING VOL FIRE DEP,20860,Not Defined,3045.41
SANGLIER SELECTIONS LLC,60302,Liquor Control,49172.65
SANGLIER SELECTIONS LLC,60302,Not Defined,5769.60
SANOFI PASTEUR INC,18370,Health and Human Services,9238.64
SANOFI PASTEUR INC,60693,Health and Human Services,125824.35
SANOFI PASTEUR INC,60693,Human Resources,34434.23
SANOLITE CORP,07207,Correction and Rehabilitation,48728.10
SARAH WHITE,21401,Human Resources,68750.00
SAS INSTITUTE INC,30384,Technology Services,154680.00
SAUL SUBSIDIARY I LTD,21264,Liquor Control,200441.86
SAVEWAY INTERNATIONAL,20883,Not Defined,2995.00
SAVEWAY INTERNATIONAL,20904,Not Defined,80558.80
SAZERAC NORTH AMERICA INC,40223,Liquor Control,160184.83
SAZERAC NORTH AMERICA INC,40223,Not Defined,50609.93
SAZERAC NORTH AMERICA INC,60677,Liquor Control,1351327.26
SAZERAC NORTH AMERICA INC,60677,Not Defined,55048.45
SCARLETT HERNANDEZ,20850,Health and Human Services,6032.00
SCARLETT HERNANDEZ,20878,Health and Human Services,58232.00
SCHINDLER ELEVATOR CORP,60673,General Services,1469.25
SCHINDLER ELEVATOR CORP,60673,Not Defined,89224.00
SCHMIDT BAKING COMPANY,02241,Correction and Rehabilitation,11397.81
SCHMIDT BAKING COMPANY,21263,Correction and Rehabilitation,132429.10
SCHMITT SOHNE INC,21108,Liquor Control,164592.73
SCHMITT SOHNE INC,21108,Not Defined,168.00
SCHOLASTIC LIBRARY PUBLISHING INC,02241,Public Libraries,28319.60
SCHOLASTIC LIBRARY PUBLISHING INC,07189,Public Libraries,37020.38
SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA INC,10022,Non-Departmental Accounts,902859.00
SCHUG CARNEROS ESTATE WINERY,95476,Liquor Control,41135.00
SCHUG CARNEROS ESTATE WINERY,95476,Not Defined,4352.00
SCREENVISION DIRECT,14625,Fire and Rescue Service,2200.00
SCREENVISION DIRECT,14625,Transportation,2744.00
SCREENVISION DIRECT,14692,Housing and Community Affairs,13800.00
SCREENVISION DIRECT,14692,Transportation,12348.00
SCS ENGINEERS INC,20190,Environmental Protection,27670.58
SCS ENGINEERS INC,90806,Environmental Protection,232467.49
SECOND CHANCE WILDLIFE CENTER INC,20879,Police,58000.00
SECOND GENESIS,20910,Health and Human Services,95075.00
SEEC INC,20910,Health and Human Services,388699.63
SENECA CENTER II LLC,20814,Non-Departmental Accounts,708692.82
SERCO INC,20190,Transportation,1910145.37
SERVICE COORDINATION INC,21703,Health and Human Services,738023.06
SERVICE MACHINE SHOP INC,20852,General Services,5267.00
SERVICE MACHINE SHOP INC,20852,Transportation,20090.50
SFS LLC,35203,Not Defined,720892.37
SHADY GROVE ADVENTIST,20850,Emergency Management and Homeland Security,200739.18
SHADY GROVE ADVENTIST,20850,Health and Human Services,153795.11
SHADY GROVE ADVENTIST,20850,Not Defined,22519.52
SHADY GROVE ADVENTIST,21264,Health and Human Services,68299.81
"SHADY GROVE RADIOLOGICAL CONSULTANTS, PA",21264,Correction and Rehabilitation,35092.92
"SHADY GROVE RADIOLOGICAL CONSULTANTS, PA",21264,Health and Human Services,31419.00
"SHADY GROVE RADIOLOGICAL CONSULTANTS, PA",21297,Correction and Rehabilitation,20918.71
"SHADY GROVE RADIOLOGICAL CONSULTANTS, PA",21297,Health and Human Services,10325.00
SHANNON-BAUM SIGNS INC,21784,Correction and Rehabilitation,64.00
SHANNON-BAUM SIGNS INC,21784,Not Defined,2200.00
SHANNON-BAUM SIGNS INC,21784,Transportation,235619.37
SHAPIRO & DUNCAN INC,20850,General Services,4057071.34
SHAPIRO & DUNCAN INC,20850,Not Defined,-385416.26
SHARP STREET UNITED METHO,20860,Health and Human Services,36519.31
SHEEHY FORD OF RICHMOND,23235,General Services,428939.06
SHERI M BOND,21666,General Services,66106.00
SHERI M BOND,21666,Transportation,5925.00
SHI INTERNATIONAL CORP,75395,Health and Human Services,31620.69
SHI INTERNATIONAL CORP,75395,Transportation,35777.92
SIDNEY-FRANK IMPORTING CO,10801,Liquor Control,445569.65
SIDNEY-FRANK IMPORTING CO,10801,Not Defined,3397.25
SIEMENS ENERGY &,60132,Transportation,1027053.92
SIEMENS ENERGY &,60693,Transportation,182961.71
SIEMENS ENERGY &,78754,Transportation,173237.38
SIEMENS HEALTHCARE,19714,Correction and Rehabilitation,25745.47
SIEMENS HEALTHCARE,75312,Correction and Rehabilitation,32108.70
SIEMENS HEALTHCARE,75312,Health and Human Services,156703.46
SIEMENS INDUSTRY INC,60132,General Services,1710.30
SIEMENS INDUSTRY INC,78754,Transportation,604519.24
SIERRA NEVADA BREWING CO,95928,Liquor Control,808937.47
SIERRA NEVADA BREWING CO,95928,Not Defined,78293.84
SIGAL CONSTRUCTION CORPORATION,22202,General Services,195486.00
SIGAL CONSTRUCTION CORPORATION,22202,Not Defined,430101.00
SILVER SPG VOL FIRE DEPT,20910,Fire and Rescue Service,482441.60
SILVER SPRING INTERFAITH,20910,Housing and Community Affairs,38999.00
SILVER SPRING INTERFAITH,20910,Non-Departmental Accounts,15760.26
SILVER SPRING PRESBYTERIA,20901,Health and Human Services,77936.22
SILVER SPRING PROJECT LLC,20817,Housing and Community Affairs,5000000.00
SILVER SPRING TEAM FOR,20910,Health and Human Services,80639.00
SILVER SPRING TOWERS,20910,Health and Human Services,26391.00
SILVER SPRING TOWERS,20910,Housing and Community Affairs,12680.00
SIMON N  CELLARS LLC,22901,Liquor Control,3681.32
SIMON N  CELLARS LLC,22902,Liquor Control,33318.36
SIMON N  CELLARS LLC,22902,Not Defined,1555.83
SIMPLEXGRINNELL LP,21046,General Services,44910.20
SIMPLEXGRINNELL LP,60055,General Services,83261.47
SIMPLEXGRINNELL LP,60055,Transportation,14489.23
SIMPSON OF MARYLAND INC,21076,Not Defined,50785.09
SINGHA NORTH AMERICA INC,91185,Liquor Control,29565.00
SINGHA NORTH AMERICA INC,94065,Liquor Control,65387.25
SIRSI CORPORATION,60677,Public Libraries,166080.23
SIRSI CORPORATION,84604,Restricted Donations,9800.00
SIVERT ENTERPRISES INC,20882,Transportation,136075.86
SKY MANAGEMENT,20814,Housing and Community Affairs,37211.00
SKYY SPIRITS LLC,94133,Liquor Control,1467731.28
SKYY SPIRITS LLC,94133,Not Defined,349336.57
SMISLOVA KEHNEMUI & ASSOC,20852,Transportation,2332.91
SMISLOVA KEHNEMUI & ASSOC,20854,General Services,21605.99
SMISLOVA KEHNEMUI & ASSOC,20854,Transportation,178499.50
SNOWDENS RIDGE ASSOC,20910,Housing and Community Affairs,86210.16
SOUTHERN MARYLAND CABLE INC,20779,Transportation,423820.00
SOUTHERN MARYLAND HOSPITA,20735,Emergency Management and Homeland Security,115529.07
SOUTHERN WINE & SPIRITS OF MARYLAND,21237,Liquor Control,1736561.85
SOUTHERN WINE & SPIRITS OF MARYLAND,21237,Not Defined,147835.44
SOVEREIGN MEDICAL LLC,27278,Emergency Management and Homeland Security,263087.00
SPECIALTY CARE SERVICES,20910,Health and Human Services,55033.61
SPIRITS MARQUE ONE LLC,10022,Liquor Control,13825.00
SPIRITS MARQUE ONE LLC,14424,Liquor Control,400424.77
SPIRITS MARQUE ONE LLC,14424,Not Defined,28748.72
SPRING STREET ASSOCIATES,20910,Non-Departmental Accounts,85952.68
SPRING STREET ASSOCIATES,20910,Transportation,50230.60
SPRINGVALE TERRACE INC,20910,Health and Human Services,25061.00
SPRINT COMMUNICATIONS COMPANY LP,30348,Regional Services Centers,658.39
SPRINT COMMUNICATIONS COMPANY LP,60197,Board of Elections,577.73
SPRINT COMMUNICATIONS COMPANY LP,60197,Community Engagement Cluster,825.23
SPRINT COMMUNICATIONS COMPANY LP,60197,Community Use of Public Facilities,5319.23
SPRINT COMMUNICATIONS COMPANY LP,60197,Correction and Rehabilitation,2429.74
SPRINT COMMUNICATIONS COMPANY LP,60197,County Attorney,3835.48
SPRINT COMMUNICATIONS COMPANY LP,60197,County Council,67.01
SPRINT COMMUNICATIONS COMPANY LP,60197,General Services,29600.55
SPRINT COMMUNICATIONS COMPANY LP,60197,Health and Human Services,70434.28
SPRINT COMMUNICATIONS COMPANY LP,60197,Housing and Community Affairs,1695.65
SPRINT COMMUNICATIONS COMPANY LP,60197,Human Resources,253.41
SPRINT COMMUNICATIONS COMPANY LP,60197,Police,71846.25
SPRINT COMMUNICATIONS COMPANY LP,60197,Public Libraries,1181.52
SPRINT COMMUNICATIONS COMPANY LP,60197,Recreation,281.95
SPRINT COMMUNICATIONS COMPANY LP,60197,Regional Services Centers,801.35
SPRINT COMMUNICATIONS COMPANY LP,60197,State's Attorney,13445.22
SPRINT COMMUNICATIONS COMPANY LP,60197,Technology Services,23113.01
SPRINT COMMUNICATIONS COMPANY LP,60197,Transportation,9639.74
SPRINT COMMUNICATIONS COMPANY LP,64106,Police,5462.84
SPRINT COMMUNICATIONS COMPANY LP,64121,Police,1891.60
SPRINT COMMUNICATIONS COMPANY LP,64187,Police,3151.50
SPRINT COMMUNICATIONS COMPANY LP,80112,Correction and Rehabilitation,1143.87
SPRINT COMMUNICATIONS COMPANY LP,80112,Health and Human Services,819.00
SPRINT COMMUNICATIONS COMPANY LP,80112,Transportation,64402.69
SPRINT SOLUTIONS INC,60197,Health and Human Services,510.54
SPRINT SOLUTIONS INC,60197,Permitting Services,27486.86
SPRINT SOLUTIONS INC,60197,Technology Services,5758.56
SPRINT SOLUTIONS INC,60197,Transportation,9068.36
SPRINT SOLUTIONS INC,64121,Permitting Services,5598.60
STATE OF MARYLAND,21282,Police,100646.00
SPRINT SOLUTIONS INC,64121,Technology Services,12662.68
SPS CONSULTING LLC,20814,Economic Development,9294.75
SPS CONSULTING LLC,20814,Environmental Protection,33746.38
SPS CONSULTING LLC,20814,General Services,87063.22
SPS CONSULTING LLC,20814,Health and Human Services,392972.82
SPS CONSULTING LLC,20814,Housing and Community Affairs,10289.24
SPS CONSULTING LLC,20814,Human Resources,21649.24
SPS CONSULTING LLC,20814,Human Rights,3532.40
SPS CONSULTING LLC,20814,Non-Departmental Accounts,10658.00
SPS CONSULTING LLC,20814,Permitting Services,20979.71
SPS CONSULTING LLC,20814,Police,75897.96
SPS CONSULTING LLC,20814,Public Information,108459.46
SPS CONSULTING LLC,20814,Transportation,45353.00
SPS CONSULTING LLC,20850,Health and Human Services,39610.30
SPS CONSULTING LLC,20850,Permitting Services,269.50
SSMC III LIMITED PARTNERS,20850,Transportation,987317.71
ST LUKE'S HOUSE,20814,Health and Human Services,717707.28
ST RICE WINE INC,20850,Liquor Control,20522.40
ST RICE WINE INC,20850,Not Defined,4692.00
STANDARD & POORS,60693,Debt Service,81600.00
STANDARD & POORS,60693,Public Libraries,29174.00
STANDARD FUSEE CORPORATION DBA ORION SAFETY PRODUCTS,21601,Police,46926.00
STANDARD INSURANCE COMPANY,97204,Human Resources,412379.19
STANLEY FOODS INC,20743,Correction and Rehabilitation,82269.09
STANLEY W BALIS ATTORNEY AT LAW LLC,20854,Consumer Protection,49995.00
STANLEY W BALIS ATTORNEY AT LAW LLC,20854,Non-Departmental Accounts,61200.00
STARRAD CORP,22153,Not Defined,141711.10
STATE BOARD OF ELECTIONS,21401,Board of Elections,802371.96
STATE HIGHWAY ADMIN OF MD,21202,Not Defined,1295.30
STATE HIGHWAY ADMIN OF MD,21202,Transportation,1895.58
STATE HIGHWAY ADMIN OF MD,21203,Transportation,1330156.70
STATE OF MARYLAND,20902,Not Defined,307212.00
STATE OF MARYLAND,21032,Housing and Community Affairs,52990.00
STATE OF MARYLAND,21201,Economic Development,1500.00
STATE OF MARYLAND,21201,Fire and Rescue Service,820.00
STATE OF MARYLAND,21201,Health and Human Services,61947.93
STATE OF MARYLAND,21201,Non-Departmental Accounts,114207.23
STATE OF MARYLAND,21201,Not Defined,947707.12
STATE OF MARYLAND,21201,Police,4000.00
STATE OF MARYLAND,21201,Technology Services,1500.00
STATE OF MARYLAND,21202,Health and Human Services,360.00
STATE OF MARYLAND,21202,State's Attorney,5215.92
STATE OF MARYLAND,21203,Non-Departmental Accounts,604542.67
STATE OF MARYLAND,21203,Not Defined,1019766.75
STATE OF MARYLAND,21215,Health and Human Services,695.00
STATE OF MARYLAND,21215,Police,120.00
STATE OF MARYLAND,21286,Restricted Donations,300.00
STATE OF MARYLAND,21297,General Services,1284.92
STATE OF MARYLAND,21297,Not Defined,5920492.06
STATE OF MARYLAND,21297,Transportation,61.44
STATE OF MARYLAND,21404,Not Defined,186411652.70
STATE OF MARYLAND,21411,Non-Departmental Accounts,13625156.32
STATE OF VIRGINIA,23204,Not Defined,59759.20
STATE OF WEST VIRGINIA,25321,Not Defined,413758.12
STATE STREET BANK & TRUST,02206,Debt Service,355783.56
STATIC POWER CONVERSION,21045,General Services,5935.32
STATIC POWER CONVERSION,21045,Technology Services,821.80
STATIC POWER CONVERSION,21046,General Services,72067.85
STATIC POWER CONVERSION,21046,Liquor Control,3330.00
STATIC POWER CONVERSION,21046,Sheriff,650.00
STATIC POWER CONVERSION,21046,Technology Services,24902.68
STE MICHELLE WINE ESTATES,98124,Liquor Control,1240305.22
STE MICHELLE WINE ESTATES,98124,Not Defined,65309.94
STEPHEN ESSICH,21158,Housing and Community Affairs,32400.00
STEPHEN LEWIS BARRETT,21791,Housing and Community Affairs,36405.00
STEPPING STONES SHELTER,20848,Health and Human Services,212480.11
STEPPING STONES SHELTER,20848,Non-Departmental Accounts,15124.29
STERLING PROPERTY TAX SOLUTIONS INC,30339,Not Defined,174839.59
STERN STRATEGIES INTL LLC,20850,Human Resources,75355.00
STORM WATER MANAGEMENT FACILITIES REPAIR,20879,Environmental Protection,1661734.23
STORM WATER MANAGEMENT FACILITIES REPAIR,20879,General Services,85982.40
STORM WATER MANAGEMENT FACILITIES REPAIR,20879,Transportation,94361.96
STOUT AND TEAQUE,21279,Health and Human Services,37911.27
STRATOS ELEVATOR INC,20166,Transportation,400.00
STRATOS ELEVATOR INC,70815,Transportation,29724.00
STREET TRAFFIC STUDIES LTD,21061,Transportation,225052.50
STRONGHOLD TOWING,20875,Police,56070.00
STUBBS SHOPPING CENTER INC,21061,Liquor Control,147344.68
STV INCORPORATED,21244,General Services,8.37
STV INCORPORATED,21244,Not Defined,1170.00
STV INCORPORATED,21244,Transportation,160141.13
STW FIXED INCOME MANAGEMENT,93013,Non-Departmental Accounts,349732.92
SUBURBAN HOSPITAL FOUND FOUNDATION INC,20814,Emergency Management and Homeland Security,193668.53
SUBURBAN HOSPITAL INC,20814,Emergency Management and Homeland Security,32317.67
SUBURBAN HOSPITAL INC,20814,Health and Human Services,128626.70
SUBURBAN HOSPITAL INC,21279,Correction and Rehabilitation,62106.01
SUBURBAN HOSPITAL INC,21279,Health and Human Services,5900.00
SUBURBAN SALES AND RENTAL,21030,Fire and Rescue Service,85571.64
SUN TAXICAB ASSOC INC,20910,Transportation,138108.82
SUNBELT RENTALS INC,20879,Fire and Rescue Service,24.00
SUNBELT RENTALS INC,22122,Regional Services Centers,5986.15
SUNBELT RENTALS INC,30384,Fire and Rescue Service,7396.80
SUNBELT RENTALS INC,30384,Recreation,343.50
SUNBELT RENTALS INC,30384,Regional Services Centers,3600.10
SUNBELT RENTALS INC,30384,Transportation,10689.94
SUNRISE COMMUNITY OF,20706,Recreation,46660.00
SUNRISE EARLY LEARNING CENTER,20877,Health and Human Services,42257.00
SUPPORT CENTER INC,20851,Health and Human Services,76547.00
SUSAN KENEDY-HOOD,21774,Technology Services,60670.00
SUSAN L CHEN,20853,Recreation,38413.00
SUSAN W POLYDOROFF,20853,Health and Human Services,25726.00
SUTTER HOME WINERY INC,19182,Liquor Control,1257744.01
SUTTER HOME WINERY INC,19182,Not Defined,10706.70
SWEENEY BROTHERS INC,20774,General Services,33226.93
SWEENEY BROTHERS INC,20774,Not Defined,110908.02
SYSTEMATIC FINANCIAL MANAGEMENT LP,07189,Non-Departmental Accounts,87759.29
SYSTEMATIC FINANCIAL MANAGEMENT LP,07666,Non-Departmental Accounts,284200.56
SYSTEMS TECHNOLOGY GROUP INC,14220,Liquor Control,1378262.50
TACTICAL & SURVIVAL SPECIALTIES INC,22801,Police,30905.00
TAKARA SAKE USA INC,94710,Liquor Control,28038.71
TAKARA SAKE USA INC,94710,Not Defined,4068.48
TAKOMA PARK VOLUNTEER FIR,20912,Fire and Rescue Service,91752.14
TARGET COMMUNITY &,21157,Health and Human Services,184086.87
TECH COUNCIL OF MARYLAND INC,20850,Economic Development,31750.00
TECHNICAL RESOURCES INTERNATIONAL,20817,Environmental Protection,52971.43
TEEN CONNECTION OF TAKOMA,20910,Health and Human Services,387900.00
TEEN CONNECTION OF TAKOMA,20910,Non-Departmental Accounts,15500.45
TEK SUPPLY,06074,General Services,36509.90
TELTRONIC INC,20705,Community Engagement Cluster,880.50
TELTRONIC INC,20705,Emergency Management and Homeland Security,13466.50
TELTRONIC INC,20705,Fire and Rescue Service,92.50
TELTRONIC INC,20705,General Services,169244.74
TELTRONIC INC,20705,Technology Services,155232.71
TELTRONIC INC,20705,Transportation,67164.00
TEMPORARY SOLUTIONS INC,20109,Health and Human Services,71149.85
TEMPORARY SOLUTIONS INC,20109,Human Resources,533.12
TEMPORARY SOLUTIONS INC,20109,Inspector General,195.60
TEMPORARY SOLUTIONS INC,20109,Public Information,29827.58
TEMPORARY SOLUTIONS INC,21279,County Attorney,25291.08
TEMPORARY SOLUTIONS INC,21279,Economic Development,16294.56
TEMPORARY SOLUTIONS INC,21279,Environmental Protection,6897.30
TEMPORARY SOLUTIONS INC,21279,General Services,153979.82
TEMPORARY SOLUTIONS INC,21279,Health and Human Services,422700.35
TEMPORARY SOLUTIONS INC,21279,Human Resources,9312.94
TEMPORARY SOLUTIONS INC,21279,Non-Departmental Accounts,58247.58
TEMPORARY SOLUTIONS INC,21279,Permitting Services,40565.07
TEMPORARY SOLUTIONS INC,21279,Public Information,223126.61
TEMPORARY SOLUTIONS INC,21279,Technology Services,9349.76
TEMPORARY SOLUTIONS INC,21279,Transportation,53221.48
TERESA K SOODAK,20905,Health and Human Services,28386.00
TESTA WINES OF THE WORLD,11771,Liquor Control,105075.11
TESTA WINES OF THE WORLD,11771,Not Defined,9270.06
THE ACTIVE NETWORK INC,90084,Recreation,114141.33
THE ANGELS ENTERPRISES,20905,Transportation,32780.00
THE ARC OF MONTGOMERY COUNTY INC,20850,General Services,9519.21
THE ARC OF MONTGOMERY COUNTY INC,20850,Health and Human Services,222.25
THE ARC OF MONTGOMERY COUNTY INC,20852,Health and Human Services,31772.54
THE BEST BATTERY COMPANY INC,21224,Not Defined,103384.74
THE BEST BATTERY COMPANY INC,21224,Transportation,108924.08
THE BODE TECHNOLOGY GRP,22079,Police,77220.00
THE BODE TECHNOLOGY GRP,31192,Police,114142.75
THE BODE TECHNOLOGY GRP,31192,State's Attorney,1545.30
THE CAROLINE CENTER INC,21660,Health and Human Services,56664.63
THE CHEVY CHASE LAND CO,20815,Liquor Control,296401.35
THE CHEVY CHASE LAND CO,20815,Transportation,1.00
THE COMMUNITY FOUNDATION FOR THE NATIONAL CAPITAL REGION,20910,Non-Departmental Accounts,40104.22
THE DWELLING PLACE INC,20877,Health and Human Services,27655.16
THE DWELLING PLACE INC,20877,Housing and Community Affairs,40800.00
THE DWELLING PLACE INC,20884,Housing and Community Affairs,4200.00
THE ELMS AT GERMANTOWN,20876,Housing and Community Affairs,35162.00
THE FEDERAL RESRERVE BANK,20001,Not Defined,123050.00
THE GALE GROUP,60694,Public Libraries,102562.97
THE GALE GROUP,60694,Restricted Donations,1575.60
THE GEORGE B THOMAS,20817,County Executive,800.00
THE GEORGE B THOMAS,20817,Health and Human Services,845055.88
THE GEORGE B THOMAS,20817,Recreation,3875.00
THE GEORGE B THOMAS,20817,Regional Services Centers,3875.00
THE GEORGE B THOMAS,20817,Restricted Donations,7050.00
THE GOODYEAR TIRE AND RUBBER COMPANY,44316,General Services,770654.54
THE HESS COLLECTION,94558,Liquor Control,151710.55
THE HESS COLLECTION,94558,Not Defined,11257.80
THE JEWISH FEDERATION,20852,Non-Departmental Accounts,325247.65
THE MAINTENANCE CONNECTION,04104,Not Defined,36245.28
THE MAINTENANCE CONNECTION,04104,Transportation,601.62
THE MANOR APARTMENTS,20906,Health and Human Services,25287.00
THE MANOR APARTMENTS,20906,Housing and Community Affairs,200.00
THE MEDIA NETWORK INC,20910,Environmental Protection,30209.72
THE MYCO COMPANIES INC,21046,General Services,26338.35
THE MYCO COMPANIES INC,21046,Not Defined,355.00
THE MYCO COMPANIES INC,21046,Transportation,4962.00
THE NONPROFIT VILLAGE CENTER INC,20852,Non-Departmental Accounts,29669.50
THE NORTHERN TRUST COMPANY,60675,Non-Departmental Accounts,350138.81
THE NORTHERN TRUST COMPANY,60675,Not Defined,102982250.93
THE POTOMAC EDISON COMPANY,15601,Fire and Rescue Service,16093.44
THE POTOMAC EDISON COMPANY,15601,Health and Human Services,496.46
THE POTOMAC EDISON COMPANY,15601,Liquor Control,2976.31
THE POTOMAC EDISON COMPANY,15601,Non-Departmental Accounts,349476.11
THE POTOMAC EDISON COMPANY,15601,Recreation,16780.80
THE POTOMAC EDISON COMPANY,15601,Transportation,432.93
THE ROBERT B BALTER CO,21117,General Services,896222.11
THE ROBERTSON GROUP INC,20850,Liquor Control,48735.42
THE ROBERTSON GROUP INC,21613,Liquor Control,906083.46
THE SENIOR CONNECTION,20906,Health and Human Services,121172.33
THE SHEPHERDS TABLE,20910,County Executive,555.35
THE SHEPHERDS TABLE,20910,Health and Human Services,109261.00
THE SHEPHERDS TABLE,20910,Housing and Community Affairs,17644.53
THE TREATMENT AND LEARNING CENTERS INC,20850,Health and Human Services,116340.87
THE WASHINGTON POST,21297,County Council,834.20
THE WASHINGTON POST,21297,Health and Human Services,3702.23
THE WASHINGTON POST,21297,Liquor Control,119040.24
THE WASHINGTON POST,21297,Regional Services Centers,5095.20
THE WASHINGTON POST,21297,Transportation,10697.17
THE WASHINGTON POST,23285,Correction and Rehabilitation,3152.83
THE WASHINGTON POST,23285,Regional Services Centers,220.92
THE WELLNESS NETWORK,20871,Recreation,60894.92
THE WILSON T. BALLARD COMPANY,21117,Environmental Protection,18523.78
THE WILSON T. BALLARD COMPANY,21117,Transportation,1146065.27
THE WINE GROUP,95378,Liquor Control,3190571.06
THE WINE GROUP,95378,Not Defined,10978.58
THERMO KING CHESAPEAKE INC,85009,General Services,3823.19
THERMO KING CHESAPEAKE INC,85009,Not Defined,31442.74
THOMSON WEST INC,60197,Circuit Court,6255.96
THOMSON WEST INC,60197,County Attorney,10407.10
THOMSON WEST INC,60197,Environmental Protection,40.50
THOMSON WEST INC,60197,Police,14664.00
THRESHOLD SERVICES INC,20902,Health and Human Services,498640.78
TILLEY CHEMICAL CO,21275,Fire and Rescue Service,21958.47
TILLEY CHEMICAL CO,21275,General Services,203116.78
TILLEY CHEMICAL CO,21275,Not Defined,79495.92
TIMOTHY P BRANIGAN,38101,Not Defined,74710.97
TKA INC,20898,Recreation,115198.38
TOBER AQUA SPORTS INC,20740,Recreation,71031.35
TOP BANANA HOME DELIV GRO,20613,Health and Human Services,15335.88
TOP BANANA HOME DELIV GRO,20613,Non-Departmental Accounts,26772.63
TOWN OF BROOKEVILLE,00000,Non-Departmental Accounts,6084.00
TOWN OF BROOKEVILLE,20833,Non-Departmental Accounts,6127.54
TOWN OF BROOKEVILLE,20833,Not Defined,44892.41
TOWN OF BROOKEVILLE,20833,Technology Services,1122.54
TOWN OF CHEVY CHASE,00000,Not Defined,300000.00
TOWN OF CHEVY CHASE,20815,Non-Departmental Accounts,105056.53
TOWN OF CHEVY CHASE,20815,Not Defined,322505.04
TOWN OF CHEVY CHASE,20815,Technology Services,47757.31
TOWN OF GARRETT PARK,00000,Not Defined,50000.00
TOWN OF GARRETT PARK,20896,Non-Departmental Accounts,42657.69
TOWN OF GARRETT PARK,20896,Not Defined,1385334.27
TOWN OF GARRETT PARK,20896,Technology Services,10181.93
TOWN OF GLEN ECHO,20812,Non-Departmental Accounts,18579.00
TOWN OF GLEN ECHO,20812,Not Defined,101174.60
TOWN OF GLEN ECHO,20812,Technology Services,2403.70
TOWN OF KENSINGTON,20895,Board of Elections,1000.00
TOWN OF KENSINGTON,20895,Non-Departmental Accounts,272286.36
TOWN OF KENSINGTON,20895,Not Defined,756383.85
TOWN OF KENSINGTON,20895,Technology Services,23152.74
TOWN OF LAYTONSVILLE,20879,Technology Services,1764.49
TOWN OF LAYTONSVILLE,20882,Non-Departmental Accounts,11627.36
TOWN OF LAYTONSVILLE,20882,Not Defined,103766.30
TOWN OF LAYTONSVILLE,20882,Technology Services,578.98
TOWN OF POOLESVILLE,00000,Technology Services,6121.20
TOWN OF POOLESVILLE,20837,Non-Departmental Accounts,237347.37
TOWN OF POOLESVILLE,20837,Not Defined,1136107.21
TOWN OF POOLESVILLE,20837,Recreation,15.00
TOWN OF POOLESVILLE,20837,Technology Services,19786.79
TOWN OF SOMERSET,20815,Non-Departmental Accounts,47303.62
TOWN OF SOMERSET,20815,Not Defined,857447.24
TOWN OF SOMERSET,20815,Technology Services,15983.17
TOWN OF WASHINGTON GROVE,20880,Non-Departmental Accounts,40200.00
TOWN OF WASHINGTON GROVE,20880,Not Defined,274806.33
TOWN OF WASHINGTON GROVE,20880,Technology Services,3451.59
TRADEWINDS SPECIALTY IMPORTS LLC,20001,Liquor Control,53433.54
TRADEWINDS SPECIALTY IMPORTS LLC,20001,Not Defined,11880.51
TRAFFIC LINES INC,07727,Not Defined,9600.00
TRAFFIC LINES INC,07727,Transportation,681921.93
